job_title,company_name,posted_date,num_applications,job_modality,f_p_time,job_responsibility,job_skills,job_keyword,city,community_or_nation,country,annual_salary,offer_id
Data Scientist,Harnham,2024-02-13,2,Presencial,Jornada completa,Junior,"Analítica de datos, Ciencia de datos, Comunicación, Python y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Modelos estadísticos y Procesamiento de lenguaje natural",Data Scientist,Londres,Inglaterra,Reino Unido,,646
Data Scientist,Harnham,2024-02-13,2,Presencial,Jornada completa,Junior,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos, Comunicación y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Modelos estadísticos y Procesamiento de lenguaje natural",Data Scientist,Londres,Inglaterra,Reino Unido,,647
Data Scientist,Harnham,2024-03-06,5,Presencial,Jornada completa,Junior,"Analítica de datos, Ciencia de datos y Comunicación, Análisis predictivo, Aprendizaje profundo, Ciencias de la computación, Ingeniería de datos , Language Modeling, Large Language Models (LLM) y Procesamiento de lenguaje natural",Data Scientist,Londres,Inglaterra,Reino Unido,,648
Data Scientist,Accelero,2024-03-06,263,Híbrido,,Intermedio,Ciencia de datos y Python,Data Scientist,Newcastle upon Tyne,Inglaterra,Reino Unido,55000,649
Data Scientist,Pandora,2024-03-06,350,,,,"Aprendizaje automático, Ciencia de datos y Inglés, Ciencias de la computación, Contraste de hipótesis, Diseño experimental, Keras, PySpark, PyTorch y TensorFlow",Data Scientist,Londres,Inglaterra,Reino Unido,,650
Data Scientist,Risk-Enterprise,2024-03-08,239,Presencial,Jornada completa,,"Modelos predictivos, Python y SQL, Analítica, Análisis cuantitativo, C++, Java, Lenguajes de programación, Modelado y Modelado de datos",Data Scientist,Londres,Inglaterra,Reino Unido,,651
"Marketing Data Scientist, Google Professional Services",Google,2024-03-06,212,Presencial,Jornada completa,,"Analítica de datos, Analítica, Análisis cuantitativo, Análisis de marketing, Análisis predictivo, Ciencias de la computación, Especificaciones de requisitos, Minería de datos, Modelos estadísticos y Recogida de datos",Data Scientist,Londres,Inglaterra,Reino Unido,,652
Lead Data Scientist,ClickJobs.io,2024-03-12,0,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Análisis de datos estadísticos, Capacidad de análisis y Ciencia de datos, Analítica, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Procesamiento de lenguaje natural y R (Lenguaje de programación)",Data Scientist,,Inglaterra,España,,653
Data Scientist,Adecco,2024-02-21,16,Híbrido,Jornada completa,Junior,"Analítica de datos, Ciencia de datos y Comunicación, Analítica, Análisis predictivo, Aprendizaje profundo, Aptitudes para hacer presentaciones, Ingeniería de datos , Presentaciones y Procesamiento de lenguaje natural",Data Scientist,Londres,Inglaterra,Reino Unido,,654
Credit Risk Data Scientist,Harnham,2024-02-13,2,Presencial,Jornada completa,Junior,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos, Pandas (Software), Python y SQL, Análisis predictivo, Ingeniería de datos , Presentaciones y Procesamiento de lenguaje natural",Data Scientist,Londres,Inglaterra,Reino Unido,,655
Data Scientist,Barrington James,2024-03-06,106,Híbrido,,Intermedio,"Python, C++ y Máquinas herramienta",Data Scientist,Londres,Inglaterra,Reino Unido,,656
Data Scientist,Harnham,2024-02-28,436,Híbrido,,Intermedio,"Analítica de datos, Ciencia de datos, Comunicación, Python y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Modelos estadísticos y Procesamiento de lenguaje natural",Data Scientist,Londres,Inglaterra,Reino Unido,60000,657
Data Scientist,Capgemini,2024-03-06,911,Híbrido,Jornada completa,Intermedio,"Análisis de datos estadísticos, Ciencia de datos y Visualización de datos, Análisis predictivo, Articulación, Ciencias de la computación, Habilidades sociales, Ingeniería de datos , Manipulación de datos y Necesidades empresariales",Data Scientist,Londres,Inglaterra,Reino Unido,,658
Data Scientist,Harnham,2024-02-13,482,Híbrido,,Intermedio,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos, Modelos predictivos y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Minería de datos y Procesamiento de lenguaje natural",Data Scientist,Londres,Inglaterra,Reino Unido,70000,659
Senior Behavioural Data Scientist,Harnham,2024-02-28,5,Presencial,Jornada completa,Senior,"Analítica de datos, Ciencia de datos, Python, Visualización y Visualización de datos, Analítica, Análisis de clústers, Minería de datos, R (Lenguaje de programación) y Scala",Data Scientist,Londres,Inglaterra,Reino Unido,,660
Data Scientist,Ascent,2024-02-28,711,Híbrido,Jornada completa,Intermedio,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos, Comunicación, Resolución de problemas y Visualización de datos, Análisis predictivo, Capacidad de razonamiento, Optimización y Procesamiento de lenguaje natural",Data Scientist,,Inglaterra,España,,661
Data Scientist,Harnham,2024-02-21,1140,Híbrido,,Intermedio,"Analítica de datos, Ciencia de datos, Comunicación y SQL, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Modelado, Procesamiento de lenguaje natural y Redes neuronales",Data Scientist,Londres,Inglaterra,Reino Unido,60000,662
Digital Data Scientist,LGC,2024-03-06,1179,Presencial,Jornada completa,Junior,"Ciencia de datos, Diseño de soluciones empresariales, Diseño de soluciones técnicas, Integridad de la información, Modelo de datos, Modelos estadísticos, Procedimientos de almacenado, Reconocimiento de patrones, Snowflake y Snowflake cloud",Data Scientist,Teddington,Inglaterra,Reino Unido,,663
Actuarial Data Scientist,Hays,2024-03-11,89,Presencial,,Intermedio,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Estadística, Ingeniería de datos , Procesamiento de lenguaje natural y R (Lenguaje de programación)",Data Scientist,Londres,Inglaterra,Reino Unido,52500,664
Marketing Data Scientist,Dream Games,2024-03-08,1071,Presencial,Jornada completa,Intermedio,"Capacidad de análisis, Ciencia de datos, Python y SQL, Economía, Estadística, Google BigQuery, Lenguajes de programación, Marketing y Programación estadística",Data Scientist,Londres,Inglaterra,Reino Unido,,665
Data Scientist (Machine Learning),Financial Ombudsman Service,2024-03-11,395,Híbrido,Jornada completa,Junior,"Ciencia de datos y Python, Clean Coding, Diseño de soluciones empresariales, Diseño de soluciones técnicas, Documentación de formación, Necesidades empresariales, Planificación del sprint, PyTorch y TensorFlow",Data Scientist,Londres,Inglaterra,Reino Unido,,666
Senior Data Scientist,Harnham,2024-02-21,0,Presencial,Jornada completa,Senior,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",Data Scientist,Cambridge,Inglaterra,Reino Unido,,667
Senior Data Scientist,Harnham,2024-02-13,0,Presencial,Jornada completa,Senior,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",Data Scientist,Oxford,Inglaterra,Reino Unido,,668
Senior Data Scientist,Harnham,2024-02-13,0,Presencial,Jornada completa,Senior,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",Data Scientist,Mánchester,Inglaterra,Reino Unido,,669
Senior Data Scientist,Harnham,2024-02-13,0,Presencial,Jornada completa,Senior,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",Data Scientist,Londres,Inglaterra,Reino Unido,,670
Senior Data Scientist,Harnham,2024-02-13,0,Presencial,Jornada completa,Senior,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",Data Scientist,Birmingham,Inglaterra,Reino Unido,,671
Senior Data Scientist,Jacobs,2024-02-21,34,Híbrido,Jornada completa,Senior,"Analítica de datos, Ciencia de datos, Comunicación, Visualización y Visualización de datos, Analítica, Análisis predictivo, Big data, Inteligencia artificial y Minería de datos",Data Scientist,Warrington,Inglaterra,Reino Unido,,672
Senior Behavioural Data Scientist,Harnham,2024-02-13,1,En remoto,Jornada completa,Senior,"Aprendizaje automático, Capacidad de análisis, Ciencia de datos, Python y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Estudio de caso, Investigación y desarrollo (I+D) y Procesamiento de lenguaje natural",Data Scientist,Londres,Inglaterra,Reino Unido,,673
"Educator, Data Scientist",BrainStation,2024-03-10,6,Híbrido,Jornada completa,Junior,"Ciencia de datos, Matplotlib, NumPy, Pandas (Software), Plotly y Seaborn, Analítica, Coloquios, Regresión logística y TensorFlow",Data Scientist,Londres,Inglaterra,Reino Unido,,674
Data Scientist,Harnham,2024-02-13,1161,Híbrido,,Intermedio,"Python, Credit Risk Modeling Tools y TensorFlow",Data Scientist,Londres,Inglaterra,Reino Unido,50000,675
Data Scientist,Harnham,2024-02-28,851,Híbrido,,Intermedio,"Analítica de datos, Ciencia de datos, SQL y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Commercially driven, Google Cloud , Ingeniería de datos  y Procesamiento de lenguaje natural",Data Scientist,Londres,Inglaterra,Reino Unido,72500,676
Data Scientist,Harnham,2024-03-11,1192,Híbrido,,Intermedio,"Analítica de datos, Ciencia de datos, SQL y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Commercially driven, Google Cloud , Ingeniería de datos  y Procesamiento de lenguaje natural",Data Scientist,Londres,Reino Unido,,77500,677
Data Scientist - SC Cleared,Fortice,2024-02-21,55,Presencial,,Intermedio,"Aprendizaje automático, Ciencia de datos, Python y SQL, Amazon Web Services (AWS), Dirección técnica y SC Clearance",Data Scientist,Great Malvern,Inglaterra,Reino Unido,70000,678
Senior Data Scientist,Harnham,2024-02-21,1,Presencial,Jornada completa,Senior,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",Data Scientist,Londres,Inglaterra,Reino Unido,,679
Senior Data Scientist,ClickJobs.io,2024-03-12,0,En remoto,Jornada completa,Senior,"Ciencia de datos y Visualización de datos, Analítica, Análisis predictivo, Aprendizaje profundo, Ciencias de la computación, Ingeniería de datos , Matemáticas, Procesamiento de lenguaje natural y R (Lenguaje de programación)",Data Scientist,Liverpool,Inglaterra,Reino Unido,,680
Power BI Consultant,ClickJobs.io,2024-03-12,1,En remoto,Jornada completa,Intermedio,"Analítica de datos y Visualización de datos, Establecer prioridades del trabajo, Expresiones de análisis de datos (DAX), Extraer, transformar y cargar (ETL), MicroStrategy, Panel de control, Procesamiento analítico en línea (OLAP), SQL Server Analysis Services (SSAS) y SQL Server Reporting Services (SSRS)",Data Analyst,Southampton,Inglaterra,Reino Unido,,681
Founding Data Scientist,Berg Search,2024-03-06,797,En remoto,,Intermedio,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos, Python y Visualización de datos, Análisis predictivo, IP development, Ingeniería de datos , Procesamiento de lenguaje natural y Promoción de productos",Data Scientist,,,Reino Unido,80000,682
Lead Data Scientist,CricViz,2024-03-06,1185,Híbrido,Jornada completa,Intermedio,"Matplotlib, NumPy, Pandas (Software), Python y Scikit-learn, Amazon Web Services (AWS), Análisis de datos deportivos, Cricket, Juegos y apuestas en línea y XGBoost",Data Scientist,Londres,Inglaterra,Reino Unido,,683
Lead Data Scientist,Harnham,2024-03-12,47,Híbrido,,Intermedio,"Análisis de datos estadísticos, Capacidad de análisis, Ciencia de datos y Comunicación, Analítica, Análisis predictivo, Aprendizaje profundo, Estadística, Procesamiento de lenguaje natural y Servicios profesionales",Data Scientist,Londres,Inglaterra,Reino Unido,80000,684
Principal Data Scientist,Aviva,2024-02-21,66,Híbrido,,Intermedio,"Aprendizaje automático, Ciencia de datos y Resolución de problemas, Analítica, Gestión de partes interesadas, Investing y Liderazgo de equipos",Data Scientist,Norwich,Inglaterra,Reino Unido,65000,685
Senior Data Scientist,Harnham,2024-02-13,0,Presencial,Jornada completa,Senior,"Capacidad de análisis, Ciencia de datos, Python y Visualización de datos, Algoritmos de aprendizaje automático, Análisis predictivo, Aprendizaje profundo, Procesamiento de lenguaje natural, Sistemas de recomendación y TensorFlow",Data Scientist,Londres,Inglaterra,Reino Unido,,686
SC Cleared Senior Data Scientist,Akoni Technologies,2024-03-07,16,Presencial,Jornada completa,Senior,"Bases de datos, Ciencia de datos y SQL, Análisis predictivo, Ciencias de la computación, Estadística, Matemáticas, Matemáticas aplicadas, Procesamiento de lenguaje natural y R (Lenguaje de programación)",Data Scientist,Reading,Inglaterra,Reino Unido,,687
Senior Data Scientist,Harnham,2024-02-21,0,Presencial,Jornada completa,Senior,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",Data Scientist,Londres,Inglaterra,Reino Unido,,688
Principal Data Scientist - United Kingdom (Remote),RemoteWorker UK,2024-03-12,0,En remoto,Jornada completa,Junior,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos, Pandas (Software) y Visualización de datos, Analítica, Análisis predictivo, Estadística, Ingeniería de datos  y R (Lenguaje de programación)",Data Scientist,Londres,Inglaterra,Reino Unido,,689
Lead Data Scientist,Xcede,2024-03-06,23,Presencial,,Intermedio,"Aprendizaje automático, Capacidad de análisis, Ciencia de datos, Python y SQL, Análisis de clústers, Análisis predictivo, Aprendizaje profundo, Procesamiento de lenguaje natural y Reconocimiento de patrones",Data Scientist,Londres,Inglaterra,Reino Unido,105000,690
Lead Data Scientist,Harnham,2024-03-11,539,Híbrido,,Intermedio,"Ciencia de datos, Comunicación y Visualización, Análisis predictivo, Aprendizaje profundo, Ciencias de la computación, Minería de datos, Modelos estadísticos, Procesamiento de lenguaje natural y Reconocimiento de patrones",Data Scientist,Londres,Reino Unido,,110000,691
Lead Data Scientist,ONI,2024-03-06,33,Presencial,Jornada completa,Intermedio,"Aprendizaje automático, Ciencia de datos y Python, Ciencias, DevOps y Liderazgo de equipos",Data Scientist,Oxford,Inglaterra,Reino Unido,,692
Senior Data Scientist,Harnham,2024-02-21,0,Presencial,Jornada completa,Senior,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",Data Scientist,Birmingham,Inglaterra,Reino Unido,,693
